Resource utilization
Resource,Utilization %
Role 1,4
SYSTEM,0
Role 4,1
Role 6,0
Role 3,107
Role 2,149
Role 5,8

54,97804.6813120842,97803.6813120842,0.0,392.44907576243077
55,155455.03804659843,155454.03804659843,0.0,601.2829570055009
56,141447.74081778526,141446.74081778526,0.0,459.533936311139
57,300280.3712627888,259197.0,0.0,927.390977912479
58,286273.87689113617,259198.0,0.0,773.6804036829208
59,185843.2915098667,172798.0,0.0,515.1462760037846
60,171903.80914735794,171902.80914735794,0.0,707.8576733191809
61,157904.0510005951,157903.0510005951,0.0,673.649953447448
62,161299.8628602028,161297.8628602028,0.0,646.8724179757966
63,223201.01180005074,179578.62302732468,0.0,969.9111644334263
64,221822.49540281296,192226.7405319214,0.0,1066.5472303708393
65,188351.38334941864,172798.0,0.0,624.1301028754978
66,174335.05706501007,172799.0,0.0,628.3534802410338
67,95119.67860484123,95118.67860484123,0.0,399.900442164474
68,232675.3590912819,232672.3590912819,0.0,931.2045373863646
69,132297.27597379684,86399.0,0.0,369.55966875685584
70,150048.01725912094,118235.80328011513,0.0,626.2055041392645
71,190659.75087499619,172798.0,0.0,770.8611283156607
72,176706.4184629917,172798.0,0.0,667.0983067644968
73,162731.71106934547,162729.71106934547,0.0,762.5930444757145
74,235105.85800528526,235103.85800528526,0.0,1026.784056418472
75,226277.43079018593,177952.28790211678,0.0,585.0640291002062
76,207091.57278561592,172799.0,0.0,693.3042920827868
77,196889.61045455933,176582.75199747086,0.0,600.6051509486306
78,92745.93270468712,86399.0,0.0,441.2005650401115
79,251541.55869984627,251539.55869984627,0.0,1208.8116325987708
80,151123.17826628685,151121.17826628685,0.0,388.6754202286403
81,223550.09777450562,172798.0,0.0,625.5624185178016
82,295879.8432853222,259198.0,0.0,1234.4882771041657
83,195484.2264304161,172799.0,0.0,682.8185441639691
84,95013.12458658218,86399.0,0.0,417.21516344944627
85,167406.51876068115,167404.51876068115,0.0,824.3571859399478
86,153421.7096543312,153419.7096543312,0.0,422.790726726585
87,225795.57376194,172799.0,0.0,766.6626725806132
88,125355.87396502495,86399.0,0.0,421.22378542688153
89,111292.13761544228,86399.0,0.0,838.0687120795251
90,203157.31822299957,192296.436439991,0.0,1056.8683444129094
91,181924.6027200222,181922.6027200222,0.0,920.8824259360632
92,93397.3929400444,93396.3929400444,0.0,476.54119009044433
93,228113.5219669342,228110.5219669342,0.0,862.591603141361
94,244785.75180840492,203426.36403107643,0.0,886.9627531170846
95,200163.2076086998,172799.0,0.0,676.5807860639361
96,120931.03994297981,107514.65957379341,0.0,404.5551522811253
97,195057.92862677574,195055.92862677574,0.0,1015.6950945602524
98,158267.4664387703,158265.4664387703,0.0,656.5193356805379
99,144273.21438789368,144271.21438789368,0.0,725.2901921100088
100,130284.38726639748,86399.0,0.0,436.00579049057427
